Name,Description,Price,Scent_Family,Scent_Family_2,Intensity,Website_Link
D.S. & Durga D.S.,"A rich and exotic fragrance, combining Kashmiri saffron, frangipani, and damask rose with Sri Lankan sandalwood and vetiver, capturing the essence of luxury and rarity.",380,Woody,Woody,4,https://tinyurl.com/3f7dp3bp
D.S. & Durga Amber Kiso,A luxurious ambery oriental fragrance with floral hints.,210,Ambery,Floral,4,https://tinyurl.com/pnn6vbk7
D.S. & Durga Amber Teutonic,A refined ambery oriental fragrance with floral undertones.,210,Ambery,Floral,4,https://tinyurl.com/2jumhc92
D.S. & Durga I Don’t Know What,A versatile woody citrus scent.,210,Woody,Citrus,4,https://tinyurl.com/3evcp69m
D.S. & Durga Vio-Volta,"An exhilarating blend of rhubarb, patchouli, cedar, amber, incense, and violet, creating a vibrant and intoxicating scent.",226,Floral,Floral,3,https://tinyurl.com/mr3m7kjr
https://tinyurl.com/zpmu9rsd,A complex floral ambery fragrance with oriental notes.,380,Floral,Ambery,4,https://tinyurl.com/zpmu9rsd
D.S. & Durga White Peacock Lily,A pure floral fragrance.,280,Floral,Floral,3,https://tinyurl.com/58uznwxa
D.S. & Durga Rose Atlantic,A fresh floral citrus scent.,210,Floral,Citrus,3,https://tinyurl.com/5hyx7dcw
D.S. & Durga Radio Bombay,A warm woody fragrance.,146,Woody,Woody,4,https://tinyurl.com/h85fsdw4
D.S. & Durga El Cosmico,A unique woody scent.,210,Woody,Woody,4,https://tinyurl.com/y5k8ncj6
D.S. & Durga Debaser,A refreshing woody fragrance with green notes.,210,Woody,Green,4,https://tinyurl.com/ywn839tz
D.S. & Durga Bowmakers,An intense woody fragrance.,210,Woody,Woody,4,https://tinyurl.com/mwfaf2ka
D.S. & Durga Mississippi Medicine,An unusual leather fragrance with green notes.,210,Leather,Green,4,https://tinyurl.com/mr3dyv3z
D.S. & Durga Italian Citrus,A crisp citrus fragrance.,210,Citrus,Citrus,3,https://tinyurl.com/54tr3v5u
D.S. & Durga Coriander,"A fresh, spicy fragrance with notes of leaf, cubeb, green pepper, and coriander, reminiscent of a cool breeze over the hills above Odessa.",210,Citrus,Citrus,3,https://tinyurl.com/2843pwza
D.S. & Durga Burning Barbershop,An intense leather fragrance with woody notes.,210,Leather,Woody,4,https://tinyurl.com/28uhk44x
D.S. & Durga Cowboy Grass,A woody fragrance with green elements.,210,Woody,Green,4,https://tinyurl.com/f5zh94zk
Giorgio Armani Stronger With You Tobacco,A rich and bold blend of tobacco with oriental nuances.,147,Ambery,Tobacco,4,https://tinyurl.com/42yxvd66
Giorgio Armani Acqua Di Giò Profondo Parfum,An invigorating aquatic scent with a touch of freshness.,130,Aromatic Fougere,Watery,5,https://tinyurl.com/y9bhhkcc
Giorgio Armani Acqua Di Giò Parfum,A sophisticated blend of aquatic notes and woody undertones.,120,Aromatic Fougere,Watery,5,https://tinyurl.com/3w6fvbva
Giorgio Armani Armani Code Parfum,An intense and seductive fragrance with deep ambery notes.,120,Woody,Ambery,5,https://tinyurl.com/9vk2h4az
Giorgio Armani Acqua Di Giò Eau De Parfum,A fresh and vibrant scent with watery and aromatic accords.,103,Aromatic Fougere,Watery,4,https://tinyurl.com/3d8js88p
Giorgio Armani Stronger With You Only,A warm and inviting fragrance with ambery and oriental hints.,73,Woody,Ambery,4,https://tinyurl.com/5bcvd49x
Giorgio Armani Armani Code Eau De Parfum,A refined fragrance with a rich woody and ambery profile.,80,Woody,Ambery,4,https://tinyurl.com/3975a2j2
Giorgio Armani Armani Code Absolu Gold,A luxurious scent with a bold ambery and oriental character.,170,Woody,Ambery,4,https://tinyurl.com/3x79ubfd
Giorgio Armani Acqua Di Giò Profondo,A revitalizing fragrance with fresh citrus and aromatic notes.,96,Aromatic Fougere,Citrus,3,https://tinyurl.com/yc2yjkc6
Giorgio Armani Stronger With You Absolutely,A powerful and addictive fragrance with an ambery oriental base.,80,Woody,Ambery,4,https://tinyurl.com/yc6unrbf
Giorgio Armani Acqua Di Giò Absolu Instinct,A captivating fragrance with woody and citrus nuances.,200,Woody,Citrus,3,https://tinyurl.com/msk6dv6k
Giorgio Armani Armani Code Absolu,A fruity and ambery fragrance with a deep oriental vibe.,100,Ambery,Fruity,4,https://tinyurl.com/2uhxd8ja
Giorgio Armani Acqua Di Giò Absolu,A harmonious blend of woody and watery elements.,175,Woody,Watery,3,https://tinyurl.com/yc874jc6
Giorgio Armani Armani Code Colonia,A fresh and invigorating fragrance with citrus notes.,60,Citrus,Citrus,3,https://tinyurl.com/276hnatw
Giorgio Armani Armani Eau De Nuit Oud,An elegant and exotic scent with rich ambery and oriental tones.,180,Woody,Ambery,4,https://tinyurl.com/p8dcuj44
Giorgio Armani Armani Code Profumo,An intense and luxurious fragrance with a bold oriental base.,180,Ambery,Ambery,4,https://tinyurl.com/ycy5mcv2
Giorgio Armani Armani Eau De Cèdre,A sophisticated fragrance with leathery and citrusy accents.,115,Leather,Citrus,4,https://tinyurl.com/rred37ep
Giorgio Armani Armani Code Ice,A refreshing scent with a mix of woody and ambery notes.,144,Woody,Ambery,3,https://tinyurl.com/yc9uv2tn
Giorgio Armani Armani Eau D'Arômes,An elegant and warm fragrance with a rich woody base.,114,Woody,Ambery,3,https://tinyurl.com/yhy9n87u
Giorgio Armani Armani Eau De Nuit,A timeless fragrance with a deep and rich oriental profile.,100,Woody,Ambery,3,https://tinyurl.com/8pf6k35b
Giorgio Armani Armani Code Ultimate,An ultimate fragrance experience with a strong oriental influence.,180,Woody,Ambery,4,https://tinyurl.com/4mfej4hj
Giorgio Armani Acqua Di Giò Pour Homme Essenza,A fresh and vibrant scent with woody and watery notes.,260,Woody,Watery,3,https://tinyurl.com/y62bsf7z
Giorgio Armani Armani Code Sport,A dynamic fragrance with a fresh citrusy twist.,130,Woody,Citrus,3,https://tinyurl.com/3wkm4z9y
Giorgio Armani Armani Code For Men,A classic and refined fragrance with ambery and oriental nuances.,90,Woody,Ambery,4,https://tinyurl.com/2s3bn9y7
Giorgio Armani Armani Mania Pour Homme,A captivating scent with woody and citrus elements.,400,Woody,Citrus,3,https://tinyurl.com/3vk3dkkw
Giorgio Armani Acqua Di Giò,A classic fragrance with a fresh and aromatic profile.,81,Aromatic Fougere,Watery,3,https://tinyurl.com/mphv8cdw
Giorgio Armani Armani Eau Pour Homme,A sophisticated citrus and chypre blend for men.,91,Citrus,Chypre,3,https://tinyurl.com/49mwhcm7
Giorgio Armani Stronger With You Amber,A rich and warm ambery fragrance with oriental influences.,80,Ambery,Ambery,4,https://tinyurl.com/633yecxu
Giorgio Armani Stronger With You 2023,A bold and spicy fragrance with aromatic fougere elements.,67,Aromatic Fougere,Spicy,4,https://tinyurl.com/mu6wcjfy
Giorgio Armani Stronger With You Oud,A deep and exotic fragrance with rich oriental tones.,85,Woody,Ambery,4,https://tinyurl.com/5n74hv8u
Giorgio Armani Acqua Di Giò Profondo,A refreshing aquatic fragrance with a touch of depth.,95,Aromatic Fougere,Watery,3,https://tinyurl.com/48e593ch
Giorgio Armani Armani Code A-List 2018,An exclusive and sophisticated fragrance with oriental hints.,120,Woody,Ambery,4,https://tinyurl.com/33hdhuev
Giorgio Armani Armani Code Special Blend,A unique fragrance with a rich ambery and oriental profile.,180,Woody,Ambery,4,https://tinyurl.com/397y8z2e
Giorgio Armani Armani Code Turquoise,A fresh and vibrant fragrance with oriental undertones.,155,Woody,Ambery,4,https://tinyurl.com/2m32ynnw
Giorgio Armani Acqua Di Giò Pour Homme Profumo,A sophisticated fragrance with a deep aromatic profile.,130,Aromatic Fougere,Watery,4,https://tinyurl.com/yddhyxfa
Giorgio Armani Armani Attitude Extreme,A bold and intense fragrance with strong oriental notes.,180,Woody,Ambery,4,https://tinyurl.com/2xp44349
Givenchy Cœur Fou, A fresh and fruity floral scent.,320,Floral,Fruity,4,https://tinyurl.com/mr2v2zwb
Givenchy Gentleman Givenchy Society Extreme,"A bold and intense fragrance, featuring a robust blend of spices and woods, designed for the modern, daring man.",107,Woody,Woody,4,https://tinyurl.com/nhb2sf4h
Givenchy Fantasque, An elegant blend of oriental and floral notes.,395,Ambery,Floral,4,https://tinyurl.com/4wd6srxr
Givenchy Téméraire, A bold combination of leather and citrus.,320,Leather,Citrus,4,https://tinyurl.com/yeykhrxw
Givenchy Gentleman Society, A sophisticated blend of woody and aromatic notes.,110,Woody,Aromatic Fougere,4,https://tinyurl.com/4kd7uhw8
Givenchy Faux Semblant, A vibrant mix of woody and citrus accents.,230,Woody,Citrus,4,https://tinyurl.com/4ykxeyxm
Givenchy MMW, A classic woody scent with a modern twist.,320,Woody,Woody,4,https://tinyurl.com/496cpemm
Givenchy Équivogue, A rich woody fragrance with oriental undertones.,405,Woody,Ambery,4,https://tinyurl.com/5n79hn9r
Givenchy Foudroyant, A dynamic blend of woody and ambery notes.,405,Woody,Ambery,4,https://tinyurl.com/mujedz54
Givenchy Noctambule, A delicate and captivating floral aroma.,405,Floral,Floral,4,https://tinyurl.com/vbcjjd33
Givenchy Gentleman Reserve Privee Eau de Parfum,"A rich and sophisticated blend of whiskey and chestnut, creating a warm, inviting scent ideal for refined elegance.",80,Woody,Citrus,4,https://tinyurl.com/bdebv39t
Givenchy Désinvolte, A light and airy floral scent.,320,Floral,Floral,4,https://tinyurl.com/f9hpapzd
Givenchy Gentleman Givenchy Eau de Toilette Intense, A sophisticated aromatic fougere with floral hints.,70,Aromatic Fougere,Floral,3,https://tinyurl.com/4fxjaynf
Givenchy Trouble-Fête, A unique blend of floral and green notes.,320,Floral,Green,4,https://tinyurl.com/2zspm47c
Givenchy Sans Merci, A warm and inviting woody ambery fragrance.,320,Woody,Ambery,4,https://tinyurl.com/5avs56kj
Givenchy Sans Artifice, A clean and crisp citrus scent.,228,Citrus,Citrus,4,https://tinyurl.com/45wtuvhs
Givenchy Peur de Rien, A gentle and reassuring floral fragrance.,162,Floral,Floral,4,https://tinyurl.com/3vsyjuhk
Givenchy Oiseau Rare, A rare and exquisite floral aroma.,320,Floral,Floral,4,https://tinyurl.com/3zj46735
Givenchy Indompté, A bold combination of leather and citrus.,300,Leather,Citrus,4,https://tinyurl.com/vd2hwsfv
Givenchy Garçon Manqué, A daring blend of leather and fruity notes.,320,Leather,Fruity,4,https://tinyurl.com/y2tckwzr
Givenchy Enflammé, An intense and fiery oriental fragrance.,320,Ambery,Ambery,4,https://tinyurl.com/23zxtkak
Givenchy Accord Particulier, A distinctive woody ambery scent.,320,Woody,Ambery,4,https://tinyurl.com/y9mbyy4m
Givenchy Gentleman Givenchy Eau de Parfum boisée , A woody floral fragrance with depth.,76,Woody,Floral,4,https://tinyurl.com/2cjwcuxd
Givenchy Gentleman Givenchy Cologne, A fresh and clean citrus aroma.,80,Woody,Citrus,3,https://tinyurl.com/594uztpb
Givenchy Eau de Givenchy, A refreshing floral citrus scent.,123,Floral,Citrus,4,https://tinyurl.com/2nm9wwrs
Givenchy Gentleman Givenchy Eau de Parfum, A sophisticated blend of woody and floral notes.,80,Woody,Floral,4,https://tinyurl.com/53j5ur7j
Givenchy Gentleman Givenchy Eau de Toilette , A modern aromatic fougere with floral accents.,63,Woody,Aromatic Fougere,3,https://tinyurl.com/33hwn7pv
Givenchy Gentlemen Only, A classic woody green fragrance.,56,Woody,Green,4,https://tinyurl.com/4ayrnk33
Givenchy Monsieur de Givenchy Les Mythiques, A timeless citrus scent.,117,Citrus,Citrus,4,https://tinyurl.com/yp45vjz5
Givenchy Vetyver (Eau de Vetyver), A robust woody fragrance.,99,Woody,Woody,4,https://tinyurl.com/3vkm9uya
Givenchy Xeryus (2007), An aromatic fougere with modern touches.,88,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/3pjapjur
Givenchy Givenchy Pour Homme Blue Label, A fresh and aquatic citrus fragrance.,45,Citrus,Watery,4,https://tinyurl.com/4xp9hm5h
Givenchy Givenchy Pour Homme, A bold and masculine woody scent.,45,Woody,Woody,4,https://tinyurl.com/43d3xb58
Givenchy Pi Givenchy, A rich and warm ambery oriental fragrance.,45,Ambery,Ambery,4,https://tinyurl.com/5685hmrh
Givenchy Xeryus Rouge Les Mythiques, A captivating woody ambery scent.,40,Woody,Ambery,4,https://tinyurl.com/mtkvs4va
Givenchy Insensé Ultramarine, A refreshing aromatic fougere with watery notes.,32,Aromatic Fougere,Watery,4,https://tinyurl.com/4bxpcdwj
Givenchy Givenchy Gentleman original, A classic and elegant woody fragrance.,45,Woody,Woody,4,https://tinyurl.com/2wpuf3b7
Gucci The Heart of Leo,A rich and fruity ambery scent with oriental notes.,384,Ambery,Fruity,4,https://tinyurl.com/bdcpd8h8
Gucci A Floral Verse,A vibrant and refreshing blend of citrus and floral notes.,384,Floral,Citrus,4,https://tinyurl.com/3wjnacbc
Gucci Gucci Guilty Elixir Pour Homme,A bold and intense ambery fragrance with a masculine touch.,183,Ambery,Ambery,5,https://tinyurl.com/mrxyvsy4
Gucci Where My Heart Beats,A delicate and uplifting combination of floral and citrus aromas.,384,Floral,Citrus,4,https://tinyurl.com/5bnr5p3z
Gucci A Reason to Love,A pure and enchanting floral fragrance.,384,Floral,Floral,4,https://tinyurl.com/4etmv968
Gucci Tears from the Moon,A sweet and luscious blend of floral and fruity essences.,384,Floral,Fruity,4,https://tinyurl.com/zz5hest9
Gucci Love at Your Darkest,A deep and mysterious woody aroma.,384,Woody,Woody,4,https://tinyurl.com/535bdvze
Gucci Gucci Guilty Parfum Pour Homme,A modern take on the classic aromatic fougere scent.,72,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/mr3jkh4d
Gucci A Gloaming Night,An evocative and mysterious woody fragrance.,184,Woody,Woody,4,https://tinyurl.com/j9pnf2de
Gucci 1921,A classic and fresh citrus fragrance.,184,Citrus,Citrus,4,https://tinyurl.com/mr339kj4
Gucci A Midnight Stroll,A sensual and sophisticated woody ambery scent with oriental influences.,184,Woody,Ambery,4,https://tinyurl.com/4spz3zn5
Gucci A Chant for the Nymph,A romantic and enchanting floral ambery scent.,184,Floral,Ambery,4,https://tinyurl.com/38zp92yc
Gucci Gucci Guilty Pour Homme Eau de Parfum,A refined and elegant woody aromatic fougere fragrance.,76,Woody,Aromatic Fougere,4,https://tinyurl.com/ymkhzzf2
Gucci Winter's Spring,A soft and comforting floral scent with musk undertones.,225,Floral,Musk Skin,4,https://tinyurl.com/yeyvheh3
Gucci The Voice of the Snake,A strong and captivating leather citrus fragrance.,184,Leather,Citrus,4,https://tinyurl.com/mr33cvwt
Gucci The Last Day of Summer,A warm and nostalgic woody ambery scent with oriental touches.,184,Woody,Ambery,4,https://tinyurl.com/mr33cvwt
Gucci The Eyes of the Tiger,A majestic and alluring ambery floral fragrance.,263,Ambery,Floral,4,https://tinyurl.com/j74teruv
Gucci Ode on Melancholy Oil,A soothing and melancholic woody ambery scent.,227,Woody,Ambery,4,https://tinyurl.com/euycvh88
Gucci Moonlight Serenade Floral Water,A gentle and refreshing floral aromatic fougere fragrance.,147,Floral,Aromatic Fougere,4,https://tinyurl.com/thvp7vwn
Gucci Fading Autumn Floral Water,A nostalgic and warm woody citrus scent.,270,Woody,Citrus,4,https://tinyurl.com/2vfpve25
Gucci A Winter Melody Floral Water,A crisp and invigorating woody citrus fragrance.,270,Woody,Citrus,3,https://tinyurl.com/msenf8dr
Gucci A Song for the Rose,A pure and enchanting floral aroma.,184,Floral,Floral,4,https://tinyurl.com/2m2cftkm
Gucci A Nocturnal Whisper Oil,A mysterious and deep leather woody scent.,280,Leather,Woody,4,https://tinyurl.com/5ywcb3fh
Gucci A Forgotten Rose Oil,A delicate and nostalgic floral fragrance.,280,Floral,Floral,4,https://tinyurl.com/mrxazb74
Gucci Gucci Guilty Oud,A rich and luxurious leather citrus fragrance.,140,Leather,Citrus,4,https://tinyurl.com/yzvrnt8f
Gucci Gucci Guilty Absolute Pour Homme,A bold and intense woody fragrance.,94,Woody,Woody,4,https://tinyurl.com/56dvb6zd
Gucci Gucci Guilty Eau Pour Homme,A fresh and invigorating woody citrus scent.,89,Woody,Citrus,3,https://tinyurl.com/a2c62buc
Gucci Gucci Intense Oud,A deep and captivating woody ambery scent with oriental influences.,112,Woody,Ambery,4,https://tinyurl.com/rbs4zdwr
Gucci Gucci Oud,A luxurious and intense woody ambery fragrance with oriental notes.,195,Woody,Ambery,4,https://tinyurl.com/5dansahn
Gucci Gucci by Gucci Made to Measure,A sophisticated and elegant aromatic fougere scent with spicy notes.,70,Aromatic Fougere,Spicy,4,https://tinyurl.com/bpbrctjf
Gucci Gucci Guilty Black Pour Homme,A bold and dynamic aromatic fougere fragrance.,77,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/3a46hfff
Gucci Gucci Guilty Intense Pour Homme,A powerful and intense woody scent.,71,Woody,Woody,4,https://tinyurl.com/ys9pt6m8
Gucci Gucci Guilty Pour Homme Eau de Toilette,A classic and timeless woody citrus fragrance.,70,Woody,Citrus,3,https://tinyurl.com/ye6brsth
Gucci Gucci Guilty Love Edition MMXXI Pour Homme,A modern and fresh aromatic fougere scent with watery notes.,87,Aromatic Fougere,Watery,4,https://tinyurl.com/2s3nkeat
Gucci Gucci Guilty Pour Homme Cologne,A fresh and vibrant woody citrus scent.,55,Woody,Citrus,2,https://tinyurl.com/muw3xrvh
Hermes H24 Herbes Vives Eau De Parfum,A fresh aromatic scent with green undertones.,93,Aromatic Fougere,Green,4,https://tinyurl.com/yj8hz9f5
Hermes Oud Alezan,A rich floral fragrance with elegant notes.,371,Floral,Floral,4,https://tinyurl.com/y59ehrsv
Hermes Un Jardin A Cythere,A refreshing aromatic scent with citrus hints.,156,Aromatic Fougere,Citrus,4,https://tinyurl.com/2wsctxa8
Hermes Cabriole,A delightful blend of floral and fruity notes.,116,Floral,Fruity,4,https://tinyurl.com/mwpf7v2f
Hermes Violette Volynka,A sophisticated floral fragrance with green nuances.,116,Floral,Green,3,https://tinyurl.com/3zsnef9s
Hermes H24 Eau De Parfum,A vibrant aromatic scent with green facets.,155,Aromatic Fougere,Green,4,https://tinyurl.com/bdc2fknh
Hermes Eau De Basilic Pourpre,A fresh aromatic fragrance with citrus accents.,144,Aromatic Fougere,Citrus,4,https://tinyurl.com/2w4ejurf
Hermes Terre D'Hermes Eau Givree,A woody scent with refreshing citrus elements.,155,Woody,Citrus,4,https://tinyurl.com/4b6vacvh
